Label,Body
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on 9551053356 @ Vignesh T&C apply."
Promotional, HDFC Bank Personal Loan in 10 seconds. Pls call 9323190902 or email Poras.Wadia@hdfcbank.com today. T&C apply
Promotional, HDFC Bank Personal Loan in 10 seconds. Pls call 9323190902 or email Poras.Wadia@hdfcbank.com today. T&C apply
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on 7871806148 @ Thenmozhi T&C apply."
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on 9962529328  @ Selva , T&C apply."
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on 9551053356 @ Vignesh T&C apply."
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on UDAY @ 9524873133 T&C apply."
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on 9551053356 @ Vignesh T&C apply."
Promotional, "Dear Customer, HDFC Bank presents exclusive Personal Loan for Cognizant, TECHNOLOGY SOLUTIONS INDIA PVT.LTD employees.To know more, Please Call on 9894342381@ Karthick T&C apply"
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on 9551053356 @ Vignesh T&C apply."
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on 7871806148 @ Thenmozhi T&C apply."
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on 7871806148 @ Thenmozhi T&C apply."
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on 9551053356 @ Vignesh T&C apply."
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on 9551053356 @ Vignesh T&C apply."
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on 9551053356 @ VIGNESH T&C apply."
Promotional, HDFC Bank Personal Loan in 10 seconds. Pls call 9323190902 or email Poras.Wadia@hdfcbank.com today. T&C apply
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on 9094786658 @ Priya T&C apply."
Promotional, "Dear Customer, Avail HDFC Bank Personal Loan with speedy processing and attractive rates. To know more, please call on 7871806148 @ Thenmozhi T&C apply."
Promotional, "Valued Customer,Get HDFC Bank PERSONAL LOAN at spl rates WITHOUT DOCUMENTS in 10 seconds. Kindly Call,WatsApp,text (24*7 Support) PL To Thenmozhi  @7871806148.T&C apply"
Promotional, "Valued Customer,Get HDFC Bank PERSONAL LOAN in 10 SECONDS via ATM WITHOUT any docs.Kindly Call,WatsApp,text (24*7 Support) PL to Karthik@ 9894342381. T&C apply"
Promotional, "Dear Customer, save up to Rs. 5150 with 0 Processing Fee & Foreclosure Charges on your HDFC Bank Pre-approved Car Loan of Rs. 1144834. Hurry! Valid till 31 Jan. To apply Click http://acl.cc/HDFCBANK/y7CPn7hzE_t *T&C"
Promotional, Hi! Applications open for IBS Hyderabad. Apply through your valid NMAT/CAT/GMAT scores. Apply here – ibsindia.org/ibsat  Call Toll free 1800425556677
Promotional, IBS wishes you a very happy and prosperous new year with the hope that you will have all the success in the year to come
Promotional, Missed IBSAT? You still have a chance. Apply through your valid NMAT/CAT/GMAT scores for IBS. Apply here www.ibsindia.org/ibsat or Call Toll free 1800425556677
Promotional, "Dear Customer, looking for Personal/Home/Auto Loan? Visit HDFC Bank service desk at New Food Court  in Manyata Tech Park from 16th-18th Dec. or Call  9972262395"
Promotional, "Dear Customer, Congratulations!! You are eligible for a Pre-approved EMI Gold Loan with HDFC Bank Sampoorna Bharosa. Call 9367513256"
Promotional, "Dear Customer,Loan without EMI with HDFC Bank Gold Loan in just 45 minutes* against your idle gold jewellery at attractive rates. Call 9894750256"
Promotional, "Enroll for Masters,Bachelors,Dip,PHD programs at Top NZ Unis & get Spot offers at NZ fair at Vivanta by Taj-Surya,23 Apr 11-5pm.Call 08600911333/18002003678"
Promotional, "Dear Prime Customer,compare &book flights at lowest price with SmartBuy via PayZapp & save up to Rs.5000*on using your HDFC Bank Credit Card *T&C app.payzapp.in"
Promotional, "Get 5% Back on jewellery. Save upto Rs.2500 on bill value this Akshaya Tritiya Use State Bank Debit Card at GRT Jewellers Valid: 9May. T&C"
Promotional, "Watch Akilan v/s Love in Iru Mugan. Grab the 1+1 offer, get 100% Cashback on 2nd movie ticket*. Use code: TWOMUCH and book now http://m.p-y.tm/tml #PaytmKaro"
Promotional, Choice of meals available on demand in trains originating from your boarding station. For details/order please call 1323 or visit www.ecatering.irctc.co.in
Promotional, "Get 5% Back on jewellery.Save upto Rs.2500 on bill value this Akshaya Tritiya Use State Bank Debit Card at GRT Jewellers Valid: 9May. T&C"
Promotional, "Ola Kovai! This Week, Get FLAT 25% OFF on your 5 Ola rides in Coimbatore. Use code: FLAT25, To book, Open the OLA app http://bit.ly/1olacabsTCA"
Promotional, Ola! Get comfortable AC cabs at your doorstep within minutes starting at just Rs 49! Download the app : bit.ly/BookOla & select 'RIDE NOW'. TCA
Promotional, "All of us want the best for our family, even when we are not around. Get Rs.1Cr Life cover @ 694/month. To know more, SMS AGN to 5667705. T&C Apply"
Promotional, "Earn Rs.25,000 annually & also get a lumpsum of Rs.4.3 Lac at maturity with HDFC Life by investing Rs.2,269 per month. To know more, SMS HDS to 5667705. T&C A"
Promotional, "Ola! Get comfortable AC cabs at your doorstep within minutes starting at Rs10/km only! Download the app : bit.ly/BookOla & select 'RIDE NOW'. TCA"
Promotional, Your account was credited with Rs.1000 on 21/03/16 . We have activated the voucher again only for today *TnC. Apply LUCKY1000 @ www.lenskart.com/1000lucky
Promotional, "MMM INDIA! 100% per month! Contributed 1000 INR? In a month they will turn into 2000, in 2 months - 4000 & so on. For details:www.mmmindia.net or 09211205000"
Promotional, "MMM INDIA! 100% per month! Contributed 1000 INR? In a month they will turn into 2000, in 2 months - 4000 & so on. For details:www.mmmindia.net or 9211205000"
Promotional, "RHCVA @ Mazenet Gandhipuram,Red Hat Virtualization(RH318) Batch Commencing on 15th Nov,To get 10% offer. Visit: goo.gl/e18Jh1 or call :9894388885"
Promotional, "Play Rummy FREE! Rs.1,000 as Welcome Bonus Click Here: http://vls.bz/DWuWxaNUJd0 Win REAL Money! opt-out: CARDSTOP to 56161"
Promotional, "Play Rummy Free! No Deposit Required! Rs.1,000 as Welcome Bonus. Click Here: http://chk.bz/9u9tro27j0 Safe & Secured!"
Promotional, "Mnc Req. Prof, Retd/VRS Govt&Pvt, H/W Self Empd, NRI's for 2nd Income Career Opp. Sal+PF+Inc & Tour Contact no. 8939777329"
Promotional, "The next issue of Sovereign Gold Bonds open from 8th - 14th  Mar '16. To invest, login to HDFC Bank NetBanking & click on offers tab.  Get assured interest*.T&C"
Promotional, "Dear Customer,Looking for urgent funds? Get Loan in 45 minutes* at a special interest rate of 1%* per month with HDFC Bank Gold Loan.Call 9345691442"
Promotional, "Dear Customer, get 5% CASHBACK at SnapDeal, Bookmyshow, Big Bazaar and more on SmartBuy with your Debit Card! Click here bit.ly/1hFxL6q to get started!"
Promotional, Enjoy PayZapp Popcorn Weekends!Get Rs.50 CashBack on tickets booked above Rs. 200 @BookMyShow app.Offer valid only for android users.Download app.payzapp.in T&C
Promotional, Enjoy Flat 2250 CashBack on Flight tickets and 50%off on hotel booking @Makemytrip app with PayZapp in One Click.Valid 17-19 Feb16.Download @app.payzapp.in T&C
Promotional, PayZapp shopaholics Sale! Get 8% discount@eBay in ONE CLICK with HDFC Bank PayZapp till 31Mar.Code: PAYZAPP016.T&C Apply
Promotional, PayZapp shopaholics offer- Mega Valentine shopping festival @ Nykaa.Get additional 10% off on Min spend of Rs.1000 in ONE CLICK with HDFC Bank PayZapp.
Promotional, "Dear Customer, HDFC Bank presents Pre-Approved Personal Loan with special rate and processing fee offer. Avail this up to Rs 1.47 lacs. To know more, SMS PLPA to 5676712.T&C apply.Please reply from this registered number"
Promotional, "Dear Customer, save up to Rs. 5150 with 0 Processing Fee & Foreclosure Charges on your HDFC Bank Pre-approved Car Loan of Rs. 11.44 lac. Hurry! Valid till 31 Jan. To apply Click bit.ly/22PB4LU *T&C"
Promotional, "Dear Customer, Save upto Rs.1150 on your Personal Loan with 50% off on Processing Fee @ BIG ONLINE WINTER CARNIVAL till 31 Jan. Click bit.ly/22PB4LU to apply through NetBanking.*T&C"
Promotional, Thank you for using HDFCBank DebitCard ending0449. Personal Accidental Death Cover upto Rs.10lacs has been activated. Shop every 30days to keep cover active.T&C
Promotional, "Dear Customer, HDFC Bank presents Pre-Approved Personal Loan with special rate and processing fee offer. Avail this up to Rs 2.17 lacs. To know more, SMS PLPA to 5676712.T&C apply.Please reply from this registered number"
Promotional, Get 5% CashBack* on your first Online shopping with HDFC Bank Debit Card ending 0449.Max CashBack Rs.100.Offer valid till 31st Dec'15.*T&C Apply
Promotional, Dear Customer -Avail Great Personal Loan Festival Offers from HDFC Bank. Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 1 on the IVR
Promotional, Upto 95%  Finance for all salaried customers on Two Wheeler Loan for select models and Enfield 350. To avail Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 4 on the IVR  . T& C apply .Credit at sole discretion of HDFC Bank . Models refer bikes as per Bank's list
Promotional, Drive home your dream car with HDFC Bank Car loan @ interest rate of 10.00%* &  Zero Processing Fee.To avail Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 2 on the IVR  Limited period offer.*T&C apply.
Promotional, "Dear Customer, Personal Accidental Death Cover upto Rs10lac on HDFCBank DebitCard is about to lapse!Shop with your Card ending0449 to keep it active.*TC"
Promotional, Drive home your dream car with HDFC Bank Car loan @ interest rate of 10.00%* &  Zero Processing Fee. Limited period offer.*T&C apply.
Promotional, "Dear Customer, book your DREAM HOME with HDFC Ltd Home Loan. Low interest rate of 9.55%*. Special rate for women: 9.50%*. SMS CSAHL to 5676712. *T&C."
Promotional, "Dear Customer, Happiness will come home on 2 wheels! Get HDFC Bank pre-approved Two Wheeler Loan of up to Rs. 1,00,000. Hurry! SMS CSATWL to 5676712 today. T&C"
Promotional, "Dear Customer, own your dream car! You have a pre-approved Car Loan of up to Rs.14,97,427 starting @ 10%*. Processing fee Rs.999. SMS CSAPA to 5676712. *T&C."
Promotional, "Dear Customer, Your Pan card gets you a Two Wheeler Loan upto 80% , No Income Proof required. Pls sms TWPAN  to 5676712 T&C apply .Credit @sole discretion of HDFC Bank Ltd."
Promotional, "Apply for Insta Loan upto Rs.39000 in NetBanking & Get credit to savings a/c in just 15 minutes* on any day, any time even on sunday/holiday. Interest rate of 11.88% per year. Zero Processing fees. To know EMI & apply, Login to NetBanking & Click Cards > Credit Cards > Transact > Insta Loan. Visit www.hdfcbank.com/faq for steps to apply for loan, EMI calculator link & FAQs. Offer valid on HDFC Bank Credit Card ending 1736 till 15-Nov 2015. Eligible amount subject to available credit limit. TC Apply."
Promotional, "Dear Customer,Login to HDFC Bank NetBanking/MobileBanking App&get a FREE*gift of upto Rs.2499 from Provogue.To avail,visit Offers tab in NetBanking.*T&C"
Promotional, "Try Lenskart Risk Free! Get a pair of Eyeglasses with Anti Glare , Scratch Resistant Lenses @ Rs.399 only. 10x Quality. Shop now @ www.lenskart.com/399"
Promotional, "Try Lenskart Risk- Free! We are making your 1st Purchase of Eyeglasses absolutely Free of Cost, just pay Rs299 as Shipping Charges. @ www.lenskart.com/cpl-299"
Promotional, "Dear Customer, book your DREAM HOME this Diwali with HDFC Ltd Home Loan. Low interest rate of 9.65%*. Special rate for women: 9.60%*. SMS CSAHL to 5676712. *T&C"
Promotional, "Dear Customer, Happiness will come home on 2 wheels! Get HDFC Bank pre-approved Two Wheeler Loan of up to Rs. 1,00,000. Hurry! SMS CSATWL to 5676712 today. T&C"
Promotional, "Dear Customer, how about a New Car this Diwali! Get HDFC Bank pre-approved Car Loan of up to Rs.14,97,427 @ 9.45%*. ZERO Processing Fees!SMS CSACL1 to 5676712.T&C"
Promotional, Check out your exclusive corporate microsite! Visit www.hdfcbank.com/Cognizant, to get special rates on loans & great offers on your salary account.
Promotional, HIGHEST LOAN amount of Rs. 2081/- per gram with new ONLINE GOLD LOAN facility from MANAPPURAM FINANCE: Visit nearest branch or call toll free 18004202233
Promotional, Get 50% off your next Uber ride to or from the Coimbatore railway station. Use promo code KOVAI75. Beat the heat and travel in an AC car! t.uber.com/cjb1 TCA
Promotional, Get Rs. 50 off on your next Uber ride to or from the Coimbatore railway station. Use promo code KOVAI50. Beat the heat and travel in an AC car! t.uber.com/cjb2 TCA
Promotional, "Ola! Get comfortable AC cabs at your doorstep within minutes starting at Rs10/km only! Download the app : bit.ly/BookOla & select 'RIDE NOW'. TCA"
Promotional, "Extend your HDFC Bank Salary A/c benefits to your family! Open 0 balance Family A/c & get  FREE gift worth Rs. 2,199* from Provogue. Offer valid till 31 Jan. Call Vijai Rajagopal on 9894750256. *T&C"
Promotional, "Get Special Offer on HDFC Bank Two Wheeler Loan -  NIL Processing fee exclusively for you, Valid until 31st Jan  To avail Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 4 on the IVR. *T&C apply.Credit at sole discretion of HDFC Bank Ltd.**Bikes as mentioned by the Bank."
Promotional, Drive home your dream car with HDFC Bank Car loan @ interest rate starting from 9.65%* &  Zero Processing Fee*.To avail Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 2 on the IVR   Limited period offer.*T&C apply.
Promotional, Dear Customer -Avail Great Personal Loan Offers from HDFC Bank. Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 1 on the IVR
Promotional, "Get an additional tax benefit by investing Rs. 50,000 in NPS u/s 80CCD(1B), over & above the limit of Rs. 1,50,000. For details visit www.hdfcsec.com."
Promotional, "Exclusively for Cognizant,  / T Systems India P Ltd employees:Save upto Rs.6300: on your Pre-Approved Personal Loan with 50% off on Processing Fee; Pre-Approved Car Loan with no Foreclosure Charges;  BIG ONLINE WINTER CARNIVAL till 31Jan.Apply on NetBanking.For further details, contact Vijai Rajagopal on 9894750256. *T&C"
Promotional, "Exclusively for Cognizant,  / T Systems India P Ltd employees:Save upto Rs.6300: on your Pre-Approved Personal Loan with 50% off on Processing Fee;Pre-Approved Car Loan from 9.65%, no Processing Fee & Foreclosure Charges;  BIG ONLINE WINTER CARNIVAL till 31 Jan.Apply on NetBanking.T&C"
Promotional, "Dear Customer, Now HDFC Bank MobileBanking App knows what you need to do next! For select transactions, the app notifies & guides you. bit.ly/AppMB"
Promotional, "Dear Customer, why write cheques or visit multiple websites? Choose our hassle-free bill payment solutions & enjoy CashBacks &rewards. Know more@ http://bit.ly/1MTl1WG. T&C."
Promotional, Dear Customer -Avail Great Personal Loan Offers from HDFC Bank. Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 1 on the IVR
Promotional, "Dear Customer, BIG ONLINE WINTER CARNIVAL brings additional Rs. 500 off on leading brands such as Louis Philippe, Allen Solly with HDFC Bank NetBanking. Visit www.trendin.com. Use code HDAW15 before 15th Feb16. Offer valid on minimum purchase of Rs 1999. *T&C"
Promotional, "Dear Customer, BIG ONLINE WINTER CARNIVAL brings additional Rs. 500 off on leading brands such as Louis Philippe, Allen Solly with HDFC Bank NetBanking. Visit www.trendin.com. Use code HDAW15 before 15th Feb16. Offer valid on minimum purchase of Rs 1999. *T&C"
Promotional, "Dear Customer, Pay Credit Card bills, Utility bills, Book FD/RD and a lot more easily from your home! Login to NetBanking now. Visit www.hdfcbank.com"
Promotional, "Exclusive&never before-HDFC Bank's BIG ONLINE WINTER CARNIVAL! Best ever savings on Processing Fee,Foreclosure Charge on Loans & AnnualFee on Cards.Coming Soon!"
Promotional, "Dear Prime Customer, Make cashless payments with PayZapp & get upto 50% Cashback* on movies,grocery,loading Ola Money & utility bills. Download app.payzapp.in"
Promotional, It's Kirana Thursday! Get Rs. 200 CashBack on spends above Rs. 800 at BigBasket via PayZapp in One Click. Offer valid for Android users Only! T&C Apply
Promotional, Dear Customer -Avail Great Personal Loan Offers from HDFC Bank. Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 1 on the IVR
Promotional, "Dear Customer, have you explored your Corporate Microsite? You can avail loans, NPS, special offers, know your CIBIL score and much more.Visit www.hdfcbank.com/Cognizant, now!"
Promotional, "Dear Customer, Now HDFC Bank MobileBanking App knows what you need to do next! For select transactions, the app notifies & guides you. bit.ly/AppMB"
Promotional, Dear Customer -Avail Great Personal Loan Offers from HDFC Bank. Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 1 on the IVR
Promotional, "Hi, you can now access our other feature-rich Apps like PayZapp & Chillr right from the HDFC Bank MobileBanking App. Download: bit.ly/AppMB & check out the pre-login menu! Login before 31 Oct 2015 & get 30% Jabong.com discount voucher. Coming soon for iOS, Windows & Blackberry *T&C apply"
Promotional, "Dear Customer, HDFC Bank ATMs NOW have EASY DIP feature! It's simple: INSERT card > COLLECT card > COMPLETE Transaction > Press CANCEL before leaving the ATM!"
Promotional, "Get Special Offer on HDFC Bank Two Wheeler Loan -  NIL Processing fee exclusively for you, Valid until 31st Jan  To avail Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 4 on the IVR. *T&C apply.Credit at sole discretion of HDFC Bank Ltd.**Bikes as mentioned by the Bank."
Promotional, "Dear Customer, enjoy never before loan offers & big savings this winter season with HDFC Bank's Big Online Winter Carnival.To enroll visit Main Food court Manyata Foodcourt or call 9972262395 *T&C"
Promotional, "Dear Customer, enjoy never before loan offers & big savings this winter season with HDFC Bank's Big Online Winter Carnival.To enroll visit Main Food court Manyata Foodcourt or call 9972262395 *T&C"
Promotional, Drive home your dream car with HDFC Bank Car loan @ interest rate starting from 9.65%* &  Zero Processing Fee*.To avail Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 2 on the IVR   Limited period offer.*T&C apply.
Promotional, "Dear Customer, Loan without EMI with HDFC Bank Gold Loan in just 45 minutes* with minimum documentation at attractive rates. Call 9894750256/9345645613"
Promotional, "Apply for Insta Loan upto Rs.39000 in NetBanking & Get credit to savings a/c in just 15 minutes* on any day, any time even on sunday/holiday. Interest rate starts from 13.8% per year. Zero Processing fees. To know EMI & apply, Login to NetBanking & Click Cards > Credit Cards > Transact > Insta Loan. Visit www.hdfcbank.com/faq for steps to apply for loan, EMI calculator link & FAQs. Offer valid on HDFC Bank Credit Card ending 1736 till 31-Dec 2015. Eligible amount subject to available credit limit. TC Apply."
Promotional, "Dear Customer, Zero Account Opening Charges and waiver on Annual Maintenance Charges for First 2 years on HDFC Bank Demat Services. Send DEMAT to 5676712 to Apply!"
Promotional, "Dear Customer, Transact on multiple trading platforms anywhere, anytime seamlessly through HDFC securities Trading Account. Send HSL to 5676712 to Apply!"
Promotional, "Dear Customer, Now HDFC Bank MobileBanking App knows what you need to do next! For select transactions, the app notifies & guides you. bit.ly/AppMB"
Promotional, "Dear Prime Customer, still paying bills through cash? Use HDFC Bank BillPay to pay bills & recharge automatically. Register Now! Click to start bit.ly/29Tp6Qk"
Promotional, PayZapp shopaholics offer- Mega Valentine shopping festival @ Nykaa.Get additional 10% off on Min spend of Rs.1000 in ONE CLICK with HDFC Bank PayZapp.
Promotional, Drive home your dream car with HDFC Bank Car loan @ interest rate starting from 9.65%* &  Zero Processing Fee*.To avail Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 2 on the IVR   Limited period offer.*T&C apply.
Promotional, Drive home your dream car with HDFC Bank Car loan @ interest rate starting from 9.65%* &  Zero Processing Fee*.To avail Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 2 on the IVR   Limited period offer.*T&C apply.
Promotional, "Dear Customer, Save upto Rs.1150 on your Personal Loan with 50% off on Processing Fee @ BIG ONLINE WINTER CARNIVAL till 31 Jan. Click bit.ly/22PB4LU to apply through NetBanking.*T&C"
Promotional, "Get Special Offer on HDFC Bank Two Wheeler Loan -  NIL Processing fee exclusively for you, Valid until 31st Jan  To avail Give us a Missed Call  now on our Toll Free number 1800-270-4444 and select Option 4 on the IVR. *T&C apply.Credit at sole discretion of HDFC Bank Ltd.**Bikes as mentioned by the Bank."
Promotional, "Dear Customer,Looking for urgent funds? Get Loan in 45 minutes* at a special interest rate of 1%* per month with HDFC Bank Gold Loan.Call 9345691442"
Promotional, "Dear Customer, Now HDFC Bank MobileBanking App knows what you need to do next! For select transactions, the app notifies & guides you. bit.ly/AppMB"
Promotional, "Dear HDFC Customer,we are here to serve you better!Now avail various benefits @HDFC Bank.Register to Consent-to-Call with a Missed call on 18002740000 *T&C"
Promotional, "HDFC Bank presents a webinar on Equity Market Overview.Register now, share queries & watch LIVE on 2nd March at 4pm. Registration link: http://estv.in/hdfcbank"
Promotional, "Bharath Electronics & Appliances presents (BEA) Tamil New Year Special Sale  with Attractive EMI options,9842148663,7373048743,7373044329,7373044320,8012564400"
Promotional, "Dear Customer, Get great offers on your travel, hotels, movie bookings and more with your HDFC Bank  Credit Card. Click bit.ly/1EBGu3s to know more"
Promotional, "Dear Customer, SAVE up to Rs.2520 with  ZERO Foreclosure Charges & 50% off on Processing Fee on your Pre-approved 2-wheeler Loan of up to Rs.1 Lac. Call Vijai Rajagopal on 8489696555 for assistance. Hurry! HDFC Bank Big Online Monsoon Carnival ends 31 Jul. *T&C"
Promotional, "Dear Customer, SAVE up to Rs.4650 with ZERO Foreclosure Charges  & ZERO Processing Fee on your Pre-approved Car Loan of up to Rs.7.5 Lac. Exclusively for Cognizant, TECHNOLOGY SOLUTIONS INDIA PVT. LTD. employees. Call Vijai Rajagopal on 8489696555 for assistance. Hurry! HDFC Bank Big Online Monsoon Carnival ends 31 Jul. *T&C"
Promotional, "Dear Customer, SAVE up to Rs.954 on your Personal Loan of up to Rs.1.8 Lac with 50% off on Processing Fee. Exclusively for Cognizant, TECHNOLOGY SOLUTIONS INDIA PVT. LTD. employees. Call Vijai Rajagopal on 8489696555 for assistance. Hurry! HDFC Bank Big Online Monsoon Carnival ends 31 Jul. *T&C"
Promotional, "Ola Kovai! This Week, Get FLAT 25% OFF on your 5 Ola rides in Coimbatore. Use code: FLAT25, To book, Open the OLA app http://bit.ly/1olacabs TCA"
Promotional, "Are you struggling for change after every ride? Recharge your Ola Money with just a few clicks & say goodbye to the hassles of paying in cash. Now with OlaMoney, you can recharge your phone, transfer money and pay when you shop online! http://bit.ly/1L1VbM1"
Promotional, "Ola Kovai! This Week, Get FLAT 25% OFF on your 5 Ola rides in Coimbatore. Use code: FLAT25, To book, Open the OLA app http://bit.ly/1olacabsTCA"
Promotional, "Ola Kovai! This Week, Get FLAT 25% OFF on your 5 Ola rides in Coimbatore. Use code: FLAT25, To book, Open the OLA app http://bit.ly/1olacabsTCA"
Promotional, "Ola Kovai! This Week, Get FLAT 25% OFF on your 5 Ola rides in Coimbatore. Use code: FLAT25, To book, Open the OLA app http://bit.ly/1olacabs TCA"
Promotional, "Ola Kovai! This Week, Get FLAT 25% OFF on your 5 Ola rides in Coimbatore. Use code: FLAT25, To book, Open the OLA app http://bit.ly/1olacabs TCA"
Promotional, "Ola Kovai! This Week, Get FLAT 25% OFF on your 5 Ola rides in Coimbatore. Use code: FLAT25, To book, Open the OLA app http://bit.ly/1olacabs TCA"
Promotional, Retire RICH with 1 CRORE by Investing Just Rs.4300pm. Also save tax U/S 80C. For FREE Pension Planning & TAX Advice leave a MISSED Call NOW on +912261816111
Promotional, "EARN 30 TO 50,000 PER MONTH SETUP,LED,CFL,PAPER PLATE AT HOME .WE PROVIDE FREE RAW MATERIAL BUY BACK AGREEMENT & TRAINING FOR DETAIL CONT:9718803023"
Promotional, "Earn 40,to 50,000 Per Month Setup Paper Plate,CFL,CHK,LED Plants at Home We Provide Free Raw Martial Buy Back Agreements&Training.for Details SMS Add.9990343001"
Promotional, Your Account is credited with Rs.500. Use it now to get your First Frame Free + Extra 500 Off @ www.lenskart.com/fff .Use code GIFT-REGI6-DKOW-ERUWG @checkout
Promotional, Your account is credited with Rs.1000 . You got lucky today. Use voucher- LUCKY1000 above Rs.1995 at lenskart.com/lucky1000 .Valid till 12AM tonight *TnC
Promotional, "Try Lenskart Risk Free. Pay Rs499 for frames with lenses & COD shipping & get Latest Styles- Wayfarers, Cat-Eye, Rimless, Sports& more @ www.lenskart.com/499eye"
Promotional, Get any Vincent Chase Eyeglasses with Thin Unbreakable Lenses @ Rs.1500 + Get a Free Stylish Sunglasses. shop now @ www.lenskart.com/vc1500
Promotional, Your account is credited with Rs.1000 . You got lucky today. Use voucher- LUCKY1000 above Rs1995 at www.lenskart.com/lucky .Valid till 12AM tonight *TnC
Promotional, Your account was credited with Rs.1000 on 20/03/16. We have activated the voucher again only for today. Apply LUCKY1000 above Rs.1995 @ www.lenskart.com/1000off
Promotional, "Feeling Low about your baldness, now get your Hair Back in 20% off & Flawless skin for free on this Valentine's Day.Walk in VCARE, Ct 9600188888"
Promotional, Final Call: Last 3 hrs to avail your Rs1000 gift voucher valid on Rs1990 *TnC .Use Code: GIFT-CUS15-SUJ6-519IK ¡ Checkout. Visit: www.lenskart.com/jj-court
Promotional, "You can make FREE Unlimited Local, STD & National Roaming calls to ANY operator ONLY with Jio. Switch your number to Jio and enjoy HD quality voice calls, high speed data with access to all Jio premium apps, completely FREE till 31st March'17. For details, visit http://jio.com/r/JoQ3j9"
Promotional, Your account is credited with Rs.1690 .Get Rs.1690 off on every frame above Rs.1299 for next 3 hrs. Use voucher- THIN1690 Visit: www.lenskart.com/1690 *TnC
Promotional, "EARN 30 TO 50,000 PER MONTH SETUP,LED,CFL,PAPER PLATE AT HOME .WE PROVIDE FREE RAW MATERIAL BUY BACK AGREEMENT & TRAINING FOR DETAIL CONT :9711231385"
Promotional, "This Republic day-Don't say I miss my hair, Say I am @ VCARE. To salute Indians VCARE offers Rs.5000/-off on all Services.Valid till 26th Jan 8pm.Ct 9600188888"
Promotional, "Try Lenskart Risk Free. Pay Rs499 for frames with lenses & COD shipping & get Latest Styles- Wayfarers, Cat-Eye, Rimless, Sports& more @ www.lenskart.com/499eye"
Promotional, "Next 2 hours, get Anti Glare Lenses worth Rs.1045 Free with Latest Collection of 100+ Vincent Chase Eye Frames. Shop Now @ www.lenskart.com/latestp"
Promotional, Last day - Avail Extra 26% OFF + 26%cashback on everything above 1000. Use Voucher - SPECIAL26 .Valid above all existing discounts@ www.lenskart.com/spl26
Promotional, Final Call: Last 3 hrs to avail your Rs1000 gift voucher valid on Rs1990 *TnC .Use Code: GIFT-CUS12-MDM06-K5UB @ Checkout. Visit: www.lenskart.com/gv-highc
Promotional, Your account is credited with Rs.1000 gift voucher. Use it now to Get Extra 1000 Off on 1990 @ www.lenskart.com/gv-high *TnC .Code- GIFT-CUS12-MDM06-K5UB
Promotional, Your Account was credited with Rs.500. Use it to get your First Frame Free + Extra 500 Off ¡ www.lenskart.com/free-frame . Code GIFT-REGI6-DKOW-ERUWG ¡checkout
Promotional, "Start your own Business in Playschool Franchise with Brainykids.Play group, Nursery,LKG,UKG.for an enquiry call 8056387711 www.brainykids.co.in"
Promotional, KG Group Presents World Class Apartments in Coimbatore -EMI starts from 7600/- T&C Apply. Ready To Occupy. Avail 2.67 Lacs PMAY Subsidy. For Details 7667466666.
Promotional, Coimbatore Based KG Group Presents World class flats.EMI start from Rs7600 only.T&C apply.Ready to occupy.Avail Rs2.67 L subsidy on PMAY.For Details:7667466666
Promotional, KG Group Presents World Class Apartments in Coimbatore -EMI starts from 7600/- T&C Apply. Ready To Occupy. Avail 2.67 Lacs PMAY Subsidy. For Details 7667466666.
